Unnamed: 0,frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,scaled-sound-pressure,log_frequency,sqrt_frequency,log_chord,sqrt_chord,log_thickness,sqrt_thickness
329,8000,4.0,0.2286,55.5,0.0042862,112.524,8.987321812850125,89.44271909999159,0.20587530974768997,0.4781213235152768,0.0042770404086795505,0.0654690766698294
330,315,4.0,0.2286,39.6,0.00473801,122.229,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
331,400,4.0,0.2286,39.6,0.00473801,123.879,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
332,500,4.0,0.2286,39.6,0.00473801,127.039,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
333,630,4.0,0.2286,39.6,0.00473801,129.579,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
334,800,4.0,0.2286,39.6,0.00473801,130.469,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
335,1000,4.0,0.2286,39.6,0.00473801,129.969,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
336,1250,4.0,0.2286,39.6,0.00473801,128.339,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
337,1600,4.0,0.2286,39.6,0.00473801,125.319,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
338,2000,4.0,0.2286,39.6,0.00473801,121.659,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
339,2500,4.0,0.2286,39.6,0.00473801,119.649,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
340,3150,4.0,0.2286,39.6,0.00473801,120.419,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
341,4000,4.0,0.2286,39.6,0.00473801,119.159,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
342,5000,4.0,0.2286,39.6,0.00473801,117.649,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
343,6300,4.0,0.2286,39.6,0.00473801,114.249,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
344,8000,4.0,0.2286,39.6,0.00473801,113.129,8.987321812850125,89.44271909999159,0.20587530974768997,0.4781213235152768,0.004726820959225389,0.06883320419681188
345,250,4.0,0.2286,31.7,0.00509068,120.189,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
346,315,4.0,0.2286,31.7,0.00509068,123.609,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
347,400,4.0,0.2286,31.7,0.00509068,126.149,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
348,500,4.0,0.2286,31.7,0.00509068,128.939,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
349,630,4.0,0.2286,31.7,0.00509068,130.349,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
350,800,4.0,0.2286,31.7,0.00509068,130.869,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
351,1000,4.0,0.2286,31.7,0.00509068,129.869,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
352,1250,4.0,0.2286,31.7,0.00509068,128.119,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
353,1600,4.0,0.2286,31.7,0.00509068,125.229,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
354,2000,4.0,0.2286,31.7,0.00509068,122.089,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
355,2500,4.0,0.2286,31.7,0.00509068,120.209,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
356,3150,4.0,0.2286,31.7,0.00509068,120.229,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
357,4000,4.0,0.2286,31.7,0.00509068,118.859,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
358,5000,4.0,0.2286,31.7,0.00509068,115.969,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
359,6300,4.0,0.2286,31.7,0.00509068,112.699,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.005077766296382106,0.07134900139455352
360,400,5.3,0.2286,71.3,0.0051942,127.7,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
361,500,5.3,0.2286,71.3,0.0051942,129.88,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
362,630,5.3,0.2286,71.3,0.0051942,131.8,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
363,800,5.3,0.2286,71.3,0.0051942,133.48,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
364,1000,5.3,0.2286,71.3,0.0051942,134.0,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
365,1250,5.3,0.2286,71.3,0.0051942,133.38,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
366,1600,5.3,0.2286,71.3,0.0051942,130.46,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
367,2000,5.3,0.2286,71.3,0.0051942,125.89,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
368,2500,5.3,0.2286,71.3,0.0051942,123.74,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
369,3150,5.3,0.2286,71.3,0.0051942,123.12,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
370,4000,5.3,0.2286,71.3,0.0051942,120.33,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
371,5000,5.3,0.2286,71.3,0.0051942,118.05,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
372,6300,5.3,0.2286,71.3,0.0051942,116.92,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
373,8000,5.3,0.2286,71.3,0.0051942,114.9,8.987321812850125,89.44271909999159,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
374,10000,5.3,0.2286,71.3,0.0051942,111.35,9.210440366976517,100.0,0.20587530974768997,0.4781213235152768,0.005180756674632878,0.07207079852478394
375,250,5.3,0.2286,39.6,0.00614329,127.011,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
376,315,5.3,0.2286,39.6,0.00614329,129.691,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
377,400,5.3,0.2286,39.6,0.00614329,131.221,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
378,500,5.3,0.2286,39.6,0.00614329,132.251,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
379,630,5.3,0.2286,39.6,0.00614329,132.011,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
380,800,5.3,0.2286,39.6,0.00614329,129.491,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
381,1000,5.3,0.2286,39.6,0.00614329,125.581,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
382,1250,5.3,0.2286,39.6,0.00614329,125.721,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
383,1600,5.3,0.2286,39.6,0.00614329,123.081,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
384,2000,5.3,0.2286,39.6,0.00614329,117.911,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
385,2500,5.3,0.2286,39.6,0.00614329,116.151,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
386,3150,5.3,0.2286,39.6,0.00614329,118.441,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
387,4000,5.3,0.2286,39.6,0.00614329,115.801,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
388,5000,5.3,0.2286,39.6,0.00614329,115.311,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
389,6300,5.3,0.2286,39.6,0.00614329,112.541,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.006124496922264721,0.07837914263373899
390,200,7.3,0.2286,71.3,0.0104404,138.758,5.303304908059076,14.142135623730951,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
391,250,7.3,0.2286,71.3,0.0104404,139.918,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
392,315,7.3,0.2286,71.3,0.0104404,139.808,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
393,400,7.3,0.2286,71.3,0.0104404,139.438,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
394,500,7.3,0.2286,71.3,0.0104404,136.798,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
395,630,7.3,0.2286,71.3,0.0104404,133.768,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
396,800,7.3,0.2286,71.3,0.0104404,130.748,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
397,1000,7.3,0.2286,71.3,0.0104404,126.838,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
398,1250,7.3,0.2286,71.3,0.0104404,127.358,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
399,1600,7.3,0.2286,71.3,0.0104404,125.728,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
400,2000,7.3,0.2286,71.3,0.0104404,122.708,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
401,2500,7.3,0.2286,71.3,0.0104404,122.088,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
402,3150,7.3,0.2286,71.3,0.0104404,120.458,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
403,4000,7.3,0.2286,71.3,0.0104404,119.208,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
404,5000,7.3,0.2286,71.3,0.0104404,115.298,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
405,6300,7.3,0.2286,71.3,0.0104404,115.818,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.01038627541948615,0.10217827557754143
406,200,7.3,0.2286,55.5,0.0111706,135.234,5.303304908059076,14.142135623730951,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
407,250,7.3,0.2286,55.5,0.0111706,136.384,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
408,315,7.3,0.2286,55.5,0.0111706,136.284,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
409,400,7.3,0.2286,55.5,0.0111706,135.924,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
410,500,7.3,0.2286,55.5,0.0111706,133.174,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
411,630,7.3,0.2286,55.5,0.0111706,130.934,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
412,800,7.3,0.2286,55.5,0.0111706,128.444,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
413,1000,7.3,0.2286,55.5,0.0111706,125.194,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
414,1250,7.3,0.2286,55.5,0.0111706,125.724,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
415,1600,7.3,0.2286,55.5,0.0111706,123.354,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
416,2000,7.3,0.2286,55.5,0.0111706,120.354,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
417,2500,7.3,0.2286,55.5,0.0111706,118.994,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
418,3150,7.3,0.2286,55.5,0.0111706,117.134,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
419,4000,7.3,0.2286,55.5,0.0111706,117.284,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
420,5000,7.3,0.2286,55.5,0.0111706,113.144,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
421,6300,7.3,0.2286,55.5,0.0111706,111.534,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.011108669620699712,0.1056910592245153
422,200,7.3,0.2286,39.6,0.0123481,130.989,5.303304908059076,14.142135623730951,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
423,250,7.3,0.2286,39.6,0.0123481,131.889,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
424,315,7.3,0.2286,39.6,0.0123481,132.149,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
425,400,7.3,0.2286,39.6,0.0123481,132.039,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
426,500,7.3,0.2286,39.6,0.0123481,130.299,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
427,630,7.3,0.2286,39.6,0.0123481,128.929,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
428,800,7.3,0.2286,39.6,0.0123481,126.299,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
429,1000,7.3,0.2286,39.6,0.0123481,122.539,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
430,1250,7.3,0.2286,39.6,0.0123481,123.189,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
431,1600,7.3,0.2286,39.6,0.0123481,121.059,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
432,2000,7.3,0.2286,39.6,0.0123481,117.809,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
433,2500,7.3,0.2286,39.6,0.0123481,116.559,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
434,3150,7.3,0.2286,39.6,0.0123481,114.309,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
435,4000,7.3,0.2286,39.6,0.0123481,114.079,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
436,5000,7.3,0.2286,39.6,0.0123481,111.959,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
437,6300,7.3,0.2286,39.6,0.0123481,110.839,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.012272484052369439,0.11112200502150778
438,200,7.3,0.2286,31.7,0.0132672,128.679,5.303304908059076,14.142135623730951,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
439,250,7.3,0.2286,31.7,0.0132672,130.089,5.5254529391317835,15.811388300841896,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
440,315,7.3,0.2286,31.7,0.0132672,130.239,5.755742213586912,17.74823934929885,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
441,400,7.3,0.2286,31.7,0.0132672,130.269,5.993961427306569,20.0,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
442,500,7.3,0.2286,31.7,0.0132672,128.169,6.2166061010848646,22.360679774997898,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
443,630,7.3,0.2286,31.7,0.0132672,126.189,6.447305862541213,25.099800796022265,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
444,800,7.3,0.2286,31.7,0.0132672,123.209,6.68586094706836,28.284271247461902,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
445,1000,7.3,0.2286,31.7,0.0132672,119.099,6.90875477931522,31.622776601683793,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
446,1250,7.3,0.2286,31.7,0.0132672,120.509,7.1316985104669115,35.35533905932738,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
447,1600,7.3,0.2286,31.7,0.0132672,119.039,7.3783837129967145,40.0,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
448,2000,7.3,0.2286,31.7,0.0132672,115.309,7.601402334583733,44.721359549995796,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
449,2500,7.3,0.2286,31.7,0.0132672,114.709,7.824445930877619,50.0,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
450,3150,7.3,0.2286,31.7,0.0132672,113.229,8.055475141757274,56.124860801609124,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
451,4000,7.3,0.2286,31.7,0.0132672,112.639,8.294299608857235,63.245553203367585,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
452,5000,7.3,0.2286,31.7,0.0132672,111.029,8.517393171418904,70.71067811865476,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
453,6300,7.3,0.2286,31.7,0.0132672,110.689,8.748463629942055,79.37253933193772,0.20587530974768997,0.4781213235152768,0.01317996146239335,0.11518333212752616
454,800,0.0,0.1524,71.3,0.0015988,125.817,6.68586094706836,28.284271247461902,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
455,1000,0.0,0.1524,71.3,0.0015988,127.307,6.90875477931522,31.622776601683793,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
456,1250,0.0,0.1524,71.3,0.0015988,128.927,7.1316985104669115,35.35533905932738,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
457,1600,0.0,0.1524,71.3,0.0015988,129.667,7.3783837129967145,40.0,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
458,2000,0.0,0.1524,71.3,0.0015988,128.647,7.601402334583733,44.721359549995796,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
459,2500,0.0,0.1524,71.3,0.0015988,128.127,7.824445930877619,50.0,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
460,3150,0.0,0.1524,71.3,0.0015988,129.377,8.055475141757274,56.124860801609124,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
461,4000,0.0,0.1524,71.3,0.0015988,128.857,8.294299608857235,63.245553203367585,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
462,5000,0.0,0.1524,71.3,0.0015988,126.457,8.517393171418904,70.71067811865476,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
463,6300,0.0,0.1524,71.3,0.0015988,125.427,8.748463629942055,79.37253933193772,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
464,8000,0.0,0.1524,71.3,0.0015988,122.527,8.987321812850125,89.44271909999159,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
465,10000,0.0,0.1524,71.3,0.0015988,120.247,9.210440366976517,100.0,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
466,12500,0.0,0.1524,71.3,0.0015988,117.087,9.433563920090563,111.80339887498948,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
467,16000,0.0,0.1524,71.3,0.0015988,113.297,9.680406499268875,126.49110640673517,0.14184672422823638,0.3903844259188627,0.001597523279912233,0.03998499718644482
468,500,0.0,0.1524,55.5,0.00172668,120.573,6.2166061010848646,22.360679774997898,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
469,630,0.0,0.1524,55.5,0.00172668,123.583,6.447305862541213,25.099800796022265,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
470,800,0.0,0.1524,55.5,0.00172668,126.713,6.68586094706836,28.284271247461902,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
471,1000,0.0,0.1524,55.5,0.00172668,128.583,6.90875477931522,31.622776601683793,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
472,1250,0.0,0.1524,55.5,0.00172668,129.953,7.1316985104669115,35.35533905932738,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
473,1600,0.0,0.1524,55.5,0.00172668,130.183,7.3783837129967145,40.0,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
474,2000,0.0,0.1524,55.5,0.00172668,129.673,7.601402334583733,44.721359549995796,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
475,2500,0.0,0.1524,55.5,0.00172668,127.763,7.824445930877619,50.0,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
476,3150,0.0,0.1524,55.5,0.00172668,127.753,8.055475141757274,56.124860801609124,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
477,4000,0.0,0.1524,55.5,0.00172668,127.233,8.294299608857235,63.245553203367585,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
478,5000,0.0,0.1524,55.5,0.00172668,125.203,8.517393171418904,70.71067811865476,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
479,6300,0.0,0.1524,55.5,0.00172668,123.303,8.748463629942055,79.37253933193772,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
480,8000,0.0,0.1524,55.5,0.00172668,121.903,8.987321812850125,89.44271909999159,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
481,10000,0.0,0.1524,55.5,0.00172668,119.253,9.210440366976517,100.0,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
482,12500,0.0,0.1524,55.5,0.00172668,117.093,9.433563920090563,111.80339887498948,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
483,16000,0.0,0.1524,55.5,0.00172668,112.803,9.680406499268875,126.49110640673517,0.14184672422823638,0.3903844259188627,0.0017251910018579383,0.04155333921600044
484,500,0.0,0.1524,39.6,0.00193287,119.513,6.2166061010848646,22.360679774997898,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
485,630,0.0,0.1524,39.6,0.00193287,124.403,6.447305862541213,25.099800796022265,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
486,800,0.0,0.1524,39.6,0.00193287,127.903,6.68586094706836,28.284271247461902,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
487,1000,0.0,0.1524,39.6,0.00193287,130.033,6.90875477931522,31.622776601683793,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
488,1250,0.0,0.1524,39.6,0.00193287,131.023,7.1316985104669115,35.35533905932738,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
489,1600,0.0,0.1524,39.6,0.00193287,131.013,7.3783837129967145,40.0,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
490,2000,0.0,0.1524,39.6,0.00193287,129.633,7.601402334583733,44.721359549995796,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
491,2500,0.0,0.1524,39.6,0.00193287,126.863,7.824445930877619,50.0,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
492,3150,0.0,0.1524,39.6,0.00193287,125.603,8.055475141757274,56.124860801609124,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
493,4000,0.0,0.1524,39.6,0.00193287,125.343,8.294299608857235,63.245553203367585,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
494,5000,0.0,0.1524,39.6,0.00193287,123.453,8.517393171418904,70.71067811865476,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
495,6300,0.0,0.1524,39.6,0.00193287,121.313,8.748463629942055,79.37253933193772,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
496,8000,0.0,0.1524,39.6,0.00193287,120.553,8.987321812850125,89.44271909999159,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
497,10000,0.0,0.1524,39.6,0.00193287,115.413,9.210440366976517,100.0,0.14184672422823638,0.3903844259188627,0.0019310044103562397,0.04396441743046301
498,500,0.0,0.1524,31.7,0.00209405,121.617,6.2166061010848646,22.360679774997898,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
499,630,0.0,0.1524,31.7,0.00209405,125.997,6.447305862541213,25.099800796022265,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
500,800,0.0,0.1524,31.7,0.00209405,129.117,6.68586094706836,28.284271247461902,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
501,1000,0.0,0.1524,31.7,0.00209405,130.987,6.90875477931522,31.622776601683793,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
502,1250,0.0,0.1524,31.7,0.00209405,131.467,7.1316985104669115,35.35533905932738,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
503,1600,0.0,0.1524,31.7,0.00209405,130.817,7.3783837129967145,40.0,0.14184672422823638,0.3903844259188627,0.0020918605333344084,0.0457607910770782
